Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	7	Paragraph count, number of paragraphs
2	DESSC	READNS	12	Sentence count, number of sentences
3	DESWC	READNW	100	Word count, number of words
4	DESPL	READAPL	1.714	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.756	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	8.667	Sentence length, number of words, mean
7	DESSLd	n/a	8.217	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.640	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.959	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	5.180	Word length, number of letters, mean
11	DESWLltd	n/a	2.952	Word length, number of letters, standard deviation
12	PCNARz	n/a	-1.049	Text Easability PC Narrativity, z score
13	PCNARp	n/a	14.690	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	0.712	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	76.110	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	0.118	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	54.380	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-2.715	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	0.340	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.233	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	59.100	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	-1.109	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	13.350	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-2.704	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	0.350	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	1.281	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	89.970	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.182	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.182	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.273	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.123	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.123	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.138	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.025	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.065	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.027	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.084	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.049	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.091	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.117	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.137	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.026	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.030	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.164	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.140	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.879	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.760	Lexical diversity, VOCD, all words
50	CNCAll	CONi	121.139	All connectives incidence
51	CNCCaus	CONCAUSi	132.652	Causal connectives incidence
