Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	9	Paragraph count, number of paragraphs
2	DESSC	READNS	13	Sentence count, number of sentences
3	DESWC	READNW	380	Word count, number of words
4	DESPL	READAPL	1.444	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.726	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	30.154	Sentence length, number of words, mean
7	DESSLd	n/a	29.291	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.582	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.905	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.797	Word length, number of letters, mean
11	DESWLltd	n/a	2.576	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.424	Text Easability PC Narrativity, z score
13	PCNARp	n/a	33.720	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-1.337	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	9.180	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-0.228	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	41.290	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-1.335	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	9.180	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.673	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	74.860	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	-0.106	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	46.020	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-1.452	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	7.350	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-0.871	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	19.220	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.417	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.5	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.417	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.227	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.253	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.253	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.090	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.102	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.036	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.069	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.333	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.080	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.159	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.189	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.192	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.219	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.131	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.158	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.166	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.158	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.723	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.536	Lexical diversity, VOCD, all words
50	CNCAll	CONi	94.160	All connectives incidence
51	CNCCaus	CONCAUSi	110.096	Causal connectives incidence
52	CNCLogic	CONLOGi	81.579	Logical connectives incidence
53	CNCADC	CONADVCONi	26.316	Adversative and contrastive connectives incidence
54	CNCTemp	CONTEMPi	39.474	Temporal connectives incidence
55	CNCTempx	CONTEMPEXi	2.632	Expanded temporal connectives incidence
56	CNCAdd	CONADDi	10.526	Additive connectives incidence
57	CNCPos	n/a	39.474	Positive connectives incidence
58	CNCNeg	n/a	47.368	Negative connectives incidence
59	SMCAUSv	CAUSV	5.263	Causal verb incidence
60	SMCAUSvp	CAUSVP	13.158	Causal verbs and causal particles incidence
61	SMINTEp	INTEi	5.263	Intentional verbs incidence
62	SMCAUSr	CAUSC	1	Ratio of casual particles to causal verbs
63	SMINTEr	INTEC	2.667	Ratio of intentional particles to intentional verbs
64	SMCAUSlsa	CAUSLSA	0.076	LSA verb overlap
65	SMCAUSwn	CAUSWN	0.276	WordNet verb overlap
66	SMTEMP	TEMPta	0.75	Temporal cohesion, tense and aspect repetition, mean
67	SYNLE	SYNLE	4.615	Left embeddedness, words before main verb, mean
68	SYNNP	SYNNP	1.010	Number of modifiers per noun phrase, mean
69	SYNMEDpos	MEDwtm	0.758	Minimal Edit Distance, part of speech
70	SYNMEDwrd	MEDawm	0.941	Minimal Edit Distance, all words
71	SYNMEDlem	MEDalm	0.919	Minimal Edit Distance, lemmas
72	SYNSTRUTa	STRUTa	0.139	Sentence syntax similarity, adjacent sentences, mean
73	SYNSTRUTt	STRUTt	0.059	Sentence syntax similarity, all combinations, across paragraphs, mean
74	DRNP	n/a	400	Noun phrase density, incidence
75	DRVP	n/a	163.158	Verb phrase density, incidence
76	DRAP	n/a	36.842	Adverbial phrase density, incidence
77	DRPP	n/a	102.632	Preposition phrase density, incidence
78	DRPVAL	AGLSPSVi	7.895	Agentless passive voice density, incidence
79	DRNEG	DENNEGi	0	Negation density, incidence
80	DRGERUND	GERUNDi	10.526	Gerund density, incidence
81	DRINF	INFi	10.526	Infinitive density, incidence
82	WRDNOUN	NOUNi	294.737	Noun incidence
83	WRDVERB	VERBi	113.156	Verb incidence
84	WRDADJ	ADJi	89.474	Adjective incidence
85	WRDADV	ADVi	42.105	Adverb incidence
86	WRDPRO	DENPRPi	34.211	Pronoun incidence
87	WRDPRP1s	n/a	5.263	First person singular pronoun incidence
88	WRDPRP1p	n/a	7.895	First person plural pronoun incidence
89	WRDPRP2	PRO2i	2.632	Second person pronoun incidence
90	WRDPRP3s	n/a	0	Third person singular pronoun incidence
91	WRDPRP3p	n/a	7.895	Third person plural pronoun incidence
92	WRDFRQc	FRCLacwm	2.288	CELEX word frequency for content words, mean
93	WRDFRQa	FRCLaewm	3.007	CELEX Log frequency for all words, mean
94	WRDFRQmc	FRCLmcsm	0	CELEX Log minimum frequency for content words, mean
95	WRDAOAc	WRDAacwm	345.636	Age of acquisition for content words, mean
96	WRDFAMc	WRDFacwm	578.611	Familiarity for content words, mean
97	WRDCNCc	WRDCacwm	364.438	Concreteness for content words, mean
98	WRDIMGc	WRDIacwm	403.313	Imagability for content words, mean
99	WRDMEAc	WRDMacwm	419.405	Meaningfulness, Colorado norms, content words, mean
100	WRDPOLc	POLm	3.563	Polysemy for content words, mean
101	WRDHYPn	HYNOUNaw	5.595	Hypernymy for nouns, mean
102	WRDHYPv	HYVERBaw	1.484	Hypernymy for verbs, mean
103	WRDHYPnv	HYPm	1.732	Hypernymy for nouns and verbs, mean
104	RDFRE	READFRE	43.328	Flesch Reading Ease
105	RDFKGL	READFKGL	14.478	Flesch-Kincaid Grade level
106	RDL2	L2	18.995	Coh-Metrix L2 Readability
