Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	11	Paragraph count, number of paragraphs
2	DESSC	READNS	13	Sentence count, number of sentences
3	DESWC	READNW	277	Word count, number of words
4	DESPL	READAPL	1.182	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.603	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	21.692	Sentence length, number of words, mean
7	DESSLd	n/a	23.178	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.812	Word length, number of syllables, mean
9	DESWLsyd	n/a	1.067	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	5.552	Word length, number of letters, mean
11	DESWLltd	n/a	3.028	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.673	Text Easability PC Narrativity, z score
13	PCNARp	n/a	25.140	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-0.435	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	33.360	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	0.461	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	67.720	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-2.745	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	0.310	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.210	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	57.930	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	-0.637	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	26.430	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-1.716	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	4.360	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	0.714	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	76.110	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.167	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.333	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.25	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.093	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.120	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.120	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.055	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.094	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.018	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.050	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.25	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.067	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.121	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.192	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.008	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.071	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.144	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.196	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.168	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.148	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.822	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.649	Lexical diversity, VOCD, all words
50	CNCAll	CONi	126.222	All connectives incidence
51	CNCCaus	CONCAUSi	133.966	Causal connectives incidence
52	CNCLogic	CONLOGi	79.422	Logical connectives incidence
53	CNCADC	CONADVCONi	25.271	Adversative and contrastive connectives incidence
54	CNCTemp	CONTEMPi	21.661	Temporal connectives incidence
55	CNCTempx	CONTEMPEXi	3.610	Expanded temporal connectives incidence
56	CNCAdd	CONADDi	7.220	Additive connectives incidence
57	CNCPos	n/a	21.661	Positive connectives incidence
58	CNCNeg	n/a	50.542	Negative connectives incidence
59	SMCAUSv	CAUSV	14.440	Causal verb incidence
60	SMCAUSvp	CAUSVP	21.661	Causal verbs and causal particles incidence
61	SMINTEp	INTEi	7.220	Intentional verbs incidence
62	SMCAUSr	CAUSC	0.400	Ratio of casual particles to causal verbs
63	SMINTEr	INTEC	2	Ratio of intentional particles to intentional verbs
64	SMCAUSlsa	CAUSLSA	0.023	LSA verb overlap
65	SMCAUSwn	CAUSWN	0.346	WordNet verb overlap
66	SMTEMP	TEMPta	0.958	Temporal cohesion, tense and aspect repetition, mean
67	SYNLE	SYNLE	6.385	Left embeddedness, words before main verb, mean
68	SYNNP	SYNNP	0.869	Number of modifiers per noun phrase, mean
69	SYNMEDpos	MEDwtm	0.971	Minimal Edit Distance, part of speech
70	SYNMEDwrd	MEDawm	1	Minimal Edit Distance, all words
71	SYNMEDlem	MEDalm	1	Minimal Edit Distance, lemmas
72	SYNSTRUTa	STRUTa	0.150	Sentence syntax similarity, adjacent sentences, mean
73	SYNSTRUTt	STRUTt	0.062	Sentence syntax similarity, all combinations, across paragraphs, mean
74	DRNP	n/a	404.332	Noun phrase density, incidence
75	DRVP	n/a	209.386	Verb phrase density, incidence
76	DRAP	n/a	14.440	Adverbial phrase density, incidence
77	DRPP	n/a	129.964	Preposition phrase density, incidence
78	DRPVAL	AGLSPSVi	0	Agentless passive voice density, incidence
79	DRNEG	DENNEGi	3.610	Negation density, incidence
80	DRGERUND	GERUNDi	43.321	Gerund density, incidence
81	DRINF	INFi	21.661	Infinitive density, incidence
82	WRDNOUN	NOUNi	346.570	Noun incidence
83	WRDVERB	VERBi	155.234	Verb incidence
84	WRDADJ	ADJi	90.252	Adjective incidence
85	WRDADV	ADVi	18.050	Adverb incidence
86	WRDPRO	DENPRPi	36.101	Pronoun incidence
87	WRDPRP1s	n/a	0	First person singular pronoun incidence
88	WRDPRP1p	n/a	14.440	First person plural pronoun incidence
89	WRDPRP2	PRO2i	3.610	Second person pronoun incidence
90	WRDPRP3s	n/a	0	Third person singular pronoun incidence
91	WRDPRP3p	n/a	7.220	Third person plural pronoun incidence
92	WRDFRQc	FRCLacwm	2.031	CELEX word frequency for content words, mean
93	WRDFRQa	FRCLaewm	2.801	CELEX Log frequency for all words, mean
94	WRDFRQmc	FRCLmcsm	1.165	CELEX Log minimum frequency for content words, mean
95	WRDAOAc	WRDAacwm	409.605	Age of acquisition for content words, mean
96	WRDFAMc	WRDFacwm	563.667	Familiarity for content words, mean
97	WRDCNCc	WRDCacwm	382.435	Concreteness for content words, mean
98	WRDIMGc	WRDIacwm	423.771	Imagability for content words, mean
99	WRDMEAc	WRDMacwm	453.164	Meaningfulness, Colorado norms, content words, mean
100	WRDPOLc	POLm	4.639	Polysemy for content words, mean
101	WRDHYPn	HYNOUNaw	5.726	Hypernymy for nouns, mean
102	WRDHYPv	HYVERBaw	2.006	Hypernymy for verbs, mean
103	WRDHYPnv	HYPm	2.233	Hypernymy for nouns and verbs, mean
104	RDFRE	READFRE	31.912	Flesch Reading Ease
105	RDFKGL	READFKGL	14.102	Flesch-Kincaid Grade level
106	RDL2	L2	12.134	Coh-Metrix L2 Readability
