Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	5	Paragraph count, number of paragraphs
2	DESSC	READNS	8	Sentence count, number of sentences
3	DESWC	READNW	55	Word count, number of words
4	DESPL	READAPL	1.600	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	1.342	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	7.5	Sentence length, number of words, mean
7	DESSLd	n/a	8.928	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.309	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.540	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.509	Word length, number of letters, mean
11	DESWLltd	n/a	2.441	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.258	Text Easability PC Narrativity, z score
13	PCNARp	n/a	40.130	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	0.050	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	51.990	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-1.167	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	12.300	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-2.008	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	2.280	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	-2.746	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	0.310	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.788	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	78.230	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	0.808	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	78.810	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	1.169	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	87.700	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.143	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.286	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.143	Stem overlap, adjacent sentences, binary, mean
